task,metric,reference_model,comparator_model,reference_seeds,comparator_seeds,reference_seed_count,comparator_seed_count,paired_seed_ids,n_samples,reference_score,comparator_score,improvement,ci95_lower,ci95_upper,p_value_two_sided,bootstrap_replicates_valid,resampling_mode,seed_resampling,reference_seed_uncertainty_available,comparator_seed_uncertainty_available,p_value_bh_fdr,significant_fdr_0_05
cyp3a4_veith,AUPRC,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,2467,0.8693306504347899,0.8758619251751429,-0.006531274740353,-0.0098426713697505,-0.0026213627053404,0.0005999400059994,10000,hierarchical_seed_and_sample,paired,True,True,0.0046195380461953,True
cyp3a4_veith,AUPRC,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,2467,0.8693306504347899,0.8619869708150919,0.0073436796196979,0.0015830258511295,0.013754976737705,0.012998700129987,10000,hierarchical_seed_and_sample,paired,True,True,0.0571942805719428,False
cyp3a4_veith,AUPRC,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,2467,0.8693306504347899,0.8641451117815533,0.0051855386532365,0.0004944896574996,0.0109417883935447,0.0291970802919708,10000,hierarchical_seed_and_sample,paired,True,True,0.0977467470644239,False
cyp3a4_veith,AUPRC,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,2467,0.8693306504347899,0.8644376706272318,0.004892979807558,-0.0035246196153608,0.0169495392308964,0.2131786821317868,10000,hierarchical_seed_and_sample,paired,True,True,0.5050694930506948,False
cyp3a4_veith,AUPRC,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,2467,0.8693306504347899,0.8754994837531365,-0.0061688333183466,-0.0095260816580355,-0.0022067897554803,0.0013998600139986,10000,hierarchical_seed_and_sample,paired,True,True,0.0082914785444532,True
cyp3a4_veith,AUPRC,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,2467,0.8693306504347899,0.8695112713005089,-0.000180620865719,-0.0038579781307582,0.0039062134873428,0.9893010698930108,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
cyp3a4_veith,AUPRC,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,2467,0.8693306504347899,0.8693306504347899,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
dili,AUROC,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,96,0.9004347826086957,0.91,-0.0095652173913043,-0.0268962880291006,0.01,0.415958404159584,10000,hierarchical_seed_and_sample,paired,True,True,0.762590407625904,False
dili,AUROC,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,96,0.9004347826086957,0.9043478260869564,-0.0039130434782608,-0.0425354173522743,0.0321333754147836,0.775922407759224,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
dili,AUROC,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,96,0.9004347826086957,0.8665217391304347,0.0339130434782609,-0.0256535710902717,0.0982142857142855,0.2867713228677132,10000,hierarchical_seed_and_sample,paired,True,True,0.6400403437917078,False
dili,AUROC,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,96,0.9004347826086957,0.9004347826086957,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
dili,AUROC,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,96,0.9004347826086957,0.9117391304347826,-0.0113043478260869,-0.038613426941641,0.0326291627762215,0.7901209879012099,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
dili,AUROC,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,96,0.9004347826086957,0.9039130434782608,-0.0034782608695651,-0.0455937387885424,0.0351059722990632,0.833916608339166,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
dili,AUROC,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,96,0.9004347826086957,0.9065217391304348,-0.006086956521739,-0.0431050840803507,0.029193899782135,0.7303269673032696,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
half_life_obach,Spearman,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,135,0.4343398153790071,0.1047234844174344,0.3296163309615726,0.1680120326280536,0.4758013674634055,0.0001999800019998,10000,hierarchical_seed_and_sample,paired,True,True,0.0021997800219978,True
half_life_obach,Spearman,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,135,0.4343398153790071,0.4260494399927364,0.0082903753862706,-0.0574891461853534,0.0871800695528228,0.6101389861013898,10000,hierarchical_seed_and_sample,paired,True,True,0.946776609467766,False
half_life_obach,Spearman,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,135,0.4343398153790071,0.4343398153790071,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
half_life_obach,Spearman,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,135,0.4343398153790071,0.2600745393130851,0.174265276065922,0.0115122921523134,0.3272582875626925,0.0343965603439656,10000,hierarchical_seed_and_sample,paired,True,True,0.1127036232546958,False
half_life_obach,Spearman,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,135,0.4343398153790071,0.0680107518049129,0.3663290635740941,0.1604886293472924,0.5648997094716296,0.0005999400059994,10000,hierarchical_seed_and_sample,paired,True,True,0.0046195380461953,True
half_life_obach,Spearman,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,135,0.4343398153790071,0.4388252523708731,-0.0044854369918659,-0.0394516868083377,0.0394296972007146,0.9463053694630535,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
half_life_obach,Spearman,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,135,0.4343398153790071,0.4263916084145487,0.0079482069644584,-0.132455915983766,0.1341748257899421,0.9531046895310468,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
herg,AUROC,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,132,0.8167893961708395,0.801178203240059,0.0156111929307805,-0.027027027027027,0.0614711509603841,0.4445555444455554,10000,hierarchical_seed_and_sample,paired,True,True,0.7960645795885527,False
herg,AUROC,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,132,0.8167893961708395,0.8167893961708395,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
herg,AUROC,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,132,0.8167893961708395,0.8167893961708395,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
herg,AUROC,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,132,0.8167893961708395,0.8,0.0167893961708394,-0.0431220821661998,0.0701065818751562,0.6343365663433657,10000,hierarchical_seed_and_sample,paired,True,True,0.9577238354595912,False
herg,AUROC,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,132,0.8167893961708395,0.7855670103092784,0.031222385861561,-0.0295209362096865,0.1089441998103187,0.3091690830916908,10000,hierarchical_seed_and_sample,paired,True,True,0.6522197095358957,False
herg,AUROC,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,132,0.8167893961708395,0.8197349042709867,-0.0029455081001472,-0.0313932980599647,0.0209550235403195,0.7475252474752525,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
herg,AUROC,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,132,0.8167893961708395,0.8076583210603829,0.0091310751104565,-0.0270110235988522,0.0475893902754331,0.620937906209379,10000,hierarchical_seed_and_sample,paired,True,True,0.946776609467766,False
hia_hou,AUROC,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,117,0.968724279835391,0.9814814814814816,-0.0127572016460905,-0.0348748359699642,0.0029778726708075,0.1577842215778422,10000,hierarchical_seed_and_sample,paired,True,True,0.4262942126839947,False
hia_hou,AUROC,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,117,0.968724279835391,0.97201646090535,-0.0032921810699588,-0.0149903502691128,0.0140295747739567,0.7517248275172482,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
hia_hou,AUROC,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,117,0.968724279835391,0.9530864197530864,0.0156378600823046,0.0016110199254154,0.0401946673869423,0.0207979202079792,10000,hierarchical_seed_and_sample,paired,True,True,0.0762590407625904,False
hia_hou,AUROC,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,117,0.968724279835391,0.9835390946502056,-0.0148148148148147,-0.0403292181069957,0.0094043887147335,0.2637736226377362,10000,hierarchical_seed_and_sample,paired,True,True,0.6062856400927071,False
hia_hou,AUROC,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,117,0.968724279835391,0.9790123456790124,-0.0102880658436212,-0.0344827586206896,0.0122570628605112,0.3933606639336066,10000,hierarchical_seed_and_sample,paired,True,True,0.7387505151923831,False
hia_hou,AUROC,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,117,0.968724279835391,0.968724279835391,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
hia_hou,AUROC,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,117,0.968724279835391,0.977366255144033,-0.0086419753086419,-0.0376984126984126,0.0148915882967607,0.583941605839416,10000,hierarchical_seed_and_sample,paired,True,True,0.927082549477011,False
ld50_zhu,MAE,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,1478,0.6241115173976876,0.6215000019085917,-0.0026115154890958,-0.011581097061625,0.0068400054733915,0.6153384661533846,10000,hierarchical_seed_and_sample,paired,True,True,0.946776609467766,False
ld50_zhu,MAE,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,1478,0.6241115173976876,0.6157324120433016,-0.0083791053543859,-0.0206858576093014,0.0043466118510306,0.2111788821117888,10000,hierarchical_seed_and_sample,paired,True,True,0.5050694930506948,False
ld50_zhu,MAE,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,1478,0.6241115173976876,0.6157324120433016,-0.0083791053543859,-0.0206161581473088,0.0043831837188763,0.1993800619938006,10000,hierarchical_seed_and_sample,paired,True,True,0.5050694930506948,False
ld50_zhu,MAE,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,1478,0.6241115173976876,0.6175528904800406,-0.0065586269176469,-0.0227428043518385,0.0082793737843699,0.3703629637036296,10000,hierarchical_seed_and_sample,paired,True,True,0.7297700609685867,False
ld50_zhu,MAE,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,1478,0.6241115173976876,0.6241115173976876,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
ld50_zhu,MAE,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,1478,0.6241115173976876,0.619729412158322,-0.0043821052393655,-0.0170653643777566,0.0077314142678997,0.4787521247875212,10000,hierarchical_seed_and_sample,paired,True,True,0.840859734251294,False
ld50_zhu,MAE,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,1478,0.6241115173976876,0.6282075671087055,0.0040960497110179,-0.0101226639060765,0.0178218444429324,0.5937406259374063,10000,hierarchical_seed_and_sample,paired,True,True,0.933020983615924,False
lipophilicity_astrazeneca,MAE,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,840,0.5118611156493673,0.514798829260995,0.0029377136116276,0.0011892566688122,0.0045309151355351,0.0007999200079992,10000,hierarchical_seed_and_sample,paired,True,True,0.0053559861405163,True
lipophilicity_astrazeneca,MAE,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,840,0.5118611156493673,0.5953312633490953,0.0834701476997279,0.061532069499853,0.1067439106326145,0.0001999800019998,10000,hierarchical_seed_and_sample,paired,True,True,0.0021997800219978,True
lipophilicity_astrazeneca,MAE,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,840,0.5118611156493673,0.5572363429341667,0.0453752272847993,0.0207786800094606,0.069054423850189,0.0001999800019998,10000,hierarchical_seed_and_sample,paired,True,True,0.0021997800219978,True
lipophilicity_astrazeneca,MAE,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,840,0.5118611156493673,0.5317590590232805,0.0198979433739131,0.0068938593721773,0.031819857768998,0.002999700029997,10000,hierarchical_seed_and_sample,paired,True,True,0.0164983501649835,True
lipophilicity_astrazeneca,MAE,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,840,0.5118611156493673,0.5118611156493673,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
lipophilicity_astrazeneca,MAE,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,840,0.5118611156493673,0.5563194900861309,0.0444583744367635,0.0190768493630679,0.0680010428269483,0.000999900009999,10000,hierarchical_seed_and_sample,paired,True,True,0.0061593840615938,True
lipophilicity_astrazeneca,MAE,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,840,0.5118611156493673,0.5103705619771428,-0.0014905536722245,-0.0146288807089002,0.0106974016459697,0.7847215278472153,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
pgp_broccatelli,AUROC,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,245,0.9290189282857904,0.9264529458810984,0.002565982404692,-0.0097763492701219,0.01997871585483,0.5783421657834217,10000,hierarchical_seed_and_sample,paired,True,True,0.927082549477011,False
pgp_broccatelli,AUROC,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,245,0.9290189282857904,0.9290189282857904,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
pgp_broccatelli,AUROC,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,245,0.9290189282857904,0.9290189282857904,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
pgp_broccatelli,AUROC,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,245,0.9290189282857904,0.940615835777126,-0.0115969074913355,-0.0298477564102562,0.0072174905391668,0.2443755624437556,10000,hierarchical_seed_and_sample,paired,True,True,0.5702096457020965,False
pgp_broccatelli,AUROC,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,245,0.9290189282857904,0.9390829112236736,-0.0100639829378832,-0.0266560930946201,0.0115983967856259,0.363963603639636,10000,hierarchical_seed_and_sample,paired,True,True,0.7283271672832716,False
pgp_broccatelli,AUROC,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,245,0.9290189282857904,0.9337509997334044,-0.0047320714476138,-0.0118515508600839,0.0020813482925763,0.2067793220677932,10000,hierarchical_seed_and_sample,paired,True,True,0.5050694930506948,False
pgp_broccatelli,AUROC,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,245,0.9290189282857904,0.9366835510530526,-0.007664622767262,-0.0216670918367347,0.0061016029943637,0.2745725427457254,10000,hierarchical_seed_and_sample,paired,True,True,0.6218260526888487,False
ppbr_az,MAE,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,559,9.862777859441348,9.037654616345506,-0.8251232430958417,-1.2027755839731962,-0.3907731192397315,0.0005999400059994,10000,hierarchical_seed_and_sample,paired,True,True,0.0046195380461953,True
ppbr_az,MAE,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,559,9.862777859441348,9.16796651019678,-0.6948113492445689,-1.3805378152747168,-0.0213406644909946,0.0455954404559544,10000,hierarchical_seed_and_sample,paired,True,True,0.1376803496120976,False
ppbr_az,MAE,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,559,9.862777859441348,9.16796651019678,-0.6948113492445689,-1.3696278692907966,-0.0254541911471971,0.0427957204279572,10000,hierarchical_seed_and_sample,paired,True,True,0.1318108189181082,False
ppbr_az,MAE,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,559,9.862777859441348,8.802981545935202,-1.059796313506146,-1.5817894966491572,-0.5509695013780802,0.0001999800019998,10000,hierarchical_seed_and_sample,paired,True,True,0.0021997800219978,True
ppbr_az,MAE,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,559,9.862777859441348,9.862777859441348,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
ppbr_az,MAE,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,559,9.862777859441348,8.496058164758498,-1.3667196946828497,-1.8902846995908733,-0.856681009205537,0.0001999800019998,10000,hierarchical_seed_and_sample,paired,True,True,0.0021997800219978,True
ppbr_az,MAE,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,559,9.862777859441348,8.686872900894455,-1.1759049585468926,-1.6388982434505244,-0.7076190185265527,0.0001999800019998,10000,hierarchical_seed_and_sample,paired,True,True,0.0021997800219978,True
solubility_aqsoldb,MAE,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,1995,0.8168066090324121,0.8294653361421908,0.0126587271097786,-0.0031206612071913,0.0306143404715105,0.1091890810918908,10000,hierarchical_seed_and_sample,paired,True,True,0.3002699730026997,False
solubility_aqsoldb,MAE,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,1995,0.8168066090324121,0.8331114188894957,0.0163048098570836,0.0041591252262052,0.0290753167050966,0.0093990600939906,10000,hierarchical_seed_and_sample,paired,True,True,0.0434780051406624,True
solubility_aqsoldb,MAE,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,1995,0.8168066090324121,0.8331114188894957,0.0163048098570836,0.0046699886750633,0.0294102625483733,0.007999200079992,10000,hierarchical_seed_and_sample,paired,True,True,0.0397379616877021,True
solubility_aqsoldb,MAE,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,1995,0.8168066090324121,0.7943062952358075,-0.0225003137966045,-0.0419817650197885,-0.0036000158961179,0.018998100189981,10000,hierarchical_seed_and_sample,paired,True,True,0.0731426857314268,False
solubility_aqsoldb,MAE,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,1995,0.8168066090324121,0.8364095905052009,0.0196029814727888,0.0082528711286473,0.032224899550267,0.0007999200079992,10000,hierarchical_seed_and_sample,paired,True,True,0.0053559861405163,True
solubility_aqsoldb,MAE,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,1995,0.8168066090324121,0.8168066090324121,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
solubility_aqsoldb,MAE,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,1995,0.8168066090324121,0.8218227584707475,0.0050161494383353,-0.0048772880188417,0.0138195888917393,0.3327667233276672,10000,hierarchical_seed_and_sample,paired,True,True,0.6925145323305507,False
vdss_lombardo,Spearman,common_pool_taskwise_selector,common_pool_automl,101;202;303;404;505,101;202;303;404;505,5,5,True,226,0.3007340967260675,0.2293352860174623,0.0713988107086051,0.0114578123396721,0.135612342341574,0.018998100189981,10000,hierarchical_seed_and_sample,paired,True,True,0.0731426857314268,False
vdss_lombardo,Spearman,common_pool_taskwise_selector,global_single,101;202;303;404;505,101;202;303;404;505,5,5,True,226,0.3007340967260675,0.4315571100771646,-0.1308230133510971,-0.2203981386410997,-0.0405785626385395,0.0053994600539946,10000,hierarchical_seed_and_sample,paired,True,True,0.0286729947694885,True
vdss_lombardo,Spearman,common_pool_taskwise_selector,per_task_single,101;202;303;404;505,101;202;303;404;505,5,5,True,226,0.3007340967260675,0.457052873859845,-0.1563187771337775,-0.2820347504540384,-0.0356897687613528,0.013998600139986,10000,hierarchical_seed_and_sample,paired,True,True,0.059882900598829,False
vdss_lombardo,Spearman,common_pool_taskwise_selector,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,5,5,True,226,0.3007340967260675,0.1198143438862206,0.1809197528398468,0.0300699982436226,0.3319218431611492,0.0175982401759824,10000,hierarchical_seed_and_sample,paired,True,True,0.0721296291423489,False
vdss_lombardo,Spearman,common_pool_taskwise_selector,validation_stacking,101;202;303;404;505,101;202;303;404;505,5,5,True,226,0.3007340967260675,0.2293352860174623,0.0713988107086051,0.0119363918013724,0.1360205031111533,0.0177982201779822,10000,hierarchical_seed_and_sample,paired,True,True,0.0721296291423489,False
vdss_lombardo,Spearman,common_pool_taskwise_selector,validation_top2_average,101;202;303;404;505,101;202;303;404;505,5,5,True,226,0.3007340967260675,0.4470744173898407,-0.1463403206637732,-0.2342244089375923,-0.0558679244625912,0.0007999200079992,10000,hierarchical_seed_and_sample,paired,True,True,0.0053559861405163,True
vdss_lombardo,Spearman,common_pool_taskwise_selector,validation_top3_average,101;202;303;404;505,101;202;303;404;505,5,5,True,226,0.3007340967260675,0.3007340967260675,0.0,0.0,0.0,1.0,10000,hierarchical_seed_and_sample,paired,True,True,1.0,False
