record_type,task,metric,reference_model,comparator_model,reference_seeds,comparator_seeds,n_samples,reference_score,comparator_score,improvement,ci95_lower,ci95_upper,p_value_two_sided,bootstrap_replicates_valid,p_value_bh_fdr,significant_fdr_0_05,descriptor,group,threshold_task_median,positive_n,prevalence,metric_valid,validity_reason,bootstrap_replicates_requested
property_subgroup,cyp3a4_substrate_carbonmangels,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,68,0.6675438596491228,0.6162280701754387,0.051315789473684,-0.0651069972826087,0.1725404084397985,0.3973602639736026,10000.0,0.4337849548378495,False,molecular_weight,low_or_equal_median,336.47900000000004,38.0,0.5588235294117647,True,valid,10000.0
property_subgroup,cyp3a4_substrate_carbonmangels,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,67,0.6674484052532833,0.6121013133208255,0.0553470919324577,-0.0849815815654325,0.1928571428571428,0.4343565643435656,10000.0,0.4702538010661743,False,molecular_weight,above_median,336.47900000000004,41.0,0.6119402985074627,True,valid,10000.0
property_subgroup,cyp3a4_substrate_carbonmangels,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,68,0.7252604166666667,0.69921875,0.0260416666666667,-0.0937603614058355,0.1436646881764068,0.6637336266373363,10000.0,0.668839269919162,False,clogp,low_or_equal_median,3.5064400000000013,36.0,0.5294117647058824,True,valid,10000.0
property_subgroup,cyp3a4_substrate_carbonmangels,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,67,0.5455426356589148,0.4864341085271317,0.059108527131783,-0.07571875,0.1911771971634503,0.3823617638236176,10000.0,0.4244863649228297,False,clogp,above_median,3.5064400000000013,43.0,0.6417910447761194,True,valid,10000.0
property_subgroup,cyp3a4_substrate_carbonmangels,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,68,0.5381642512077294,0.5652173913043478,-0.0270531400966184,-0.1468628563465519,0.0933811581112578,0.650934906509349,10000.0,0.6610269205637576,False,tpsa,low_or_equal_median,49.33,45.0,0.6617647058823529,True,valid,10000.0
property_subgroup,cyp3a4_substrate_carbonmangels,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,67,0.7660427807486632,0.7139037433155081,0.052139037433155,-0.0568996415770608,0.1584835039198606,0.3353664633536646,10000.0,0.3768392391530077,False,tpsa,above_median,49.33,34.0,0.5074626865671642,True,valid,10000.0
property_subgroup,cyp3a4_veith,AUPRC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,1234,0.8453681230078817,0.6903047505224612,0.1550633724854204,0.1217133042823281,0.1881479676163197,0.0001999800019998,10000.0,0.0004030366194149,True,molecular_weight,low_or_equal_median,353.3740000000001,386.0,0.312803889789303,True,valid,10000.0
property_subgroup,cyp3a4_veith,AUPRC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,1233,0.902118561756316,0.7963842678239935,0.1057342939323225,0.0822327822239424,0.1293638488125106,0.0001999800019998,10000.0,0.0004030366194149,True,molecular_weight,above_median,353.3740000000001,696.0,0.5644768856447688,True,valid,10000.0
property_subgroup,cyp3a4_veith,AUPRC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,1235,0.8074747425382575,0.6246614236753945,0.182813318862863,0.1445254419573668,0.2184532932653973,0.0001999800019998,10000.0,0.0004030366194149,True,clogp,low_or_equal_median,3.159300000000001,338.0,0.2736842105263158,True,valid,10000.0
property_subgroup,cyp3a4_veith,AUPRC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,1232,0.9135392839696204,0.8133209905071654,0.1002182934624549,0.0785093036789228,0.1227864661925508,0.0001999800019998,10000.0,0.0004030366194149,True,clogp,above_median,3.159300000000001,744.0,0.6038961038961039,True,valid,10000.0
property_subgroup,cyp3a4_veith,AUPRC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,1240,0.8973430376927005,0.7468972394467134,0.1504457982459871,0.1208547592590783,0.1802004778058313,0.0001999800019998,10000.0,0.0004030366194149,True,tpsa,low_or_equal_median,69.72,547.0,0.4411290322580645,True,valid,10000.0
property_subgroup,cyp3a4_veith,AUPRC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,1227,0.8759210611714471,0.7827412421749187,0.0931798189965283,0.0685772937986947,0.1187687635493949,0.0001999800019998,10000.0,0.0004030366194149,True,tpsa,above_median,69.72,535.0,0.4360228198859006,True,valid,10000.0
property_subgroup,dili,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,48,0.8871527777777777,0.8376736111111112,0.0494791666666665,-0.0535714285714286,0.1530434782608696,0.3365663433656634,10000.0,0.3768392391530077,False,molecular_weight,low_or_equal_median,352.6240000000001,24.0,0.5,True,valid,10000.0
property_subgroup,dili,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,48,0.944055944055944,0.7430069930069931,0.2010489510489509,0.085063244047619,0.3287013649260024,0.0001999800019998,10000.0,0.0004030366194149,True,molecular_weight,above_median,352.6240000000001,26.0,0.5416666666666666,True,valid,10000.0
property_subgroup,dili,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,48,0.9375,0.8177083333333333,0.1197916666666667,0.0183542490118576,0.2305608974358973,0.0181981801819818,10000.0,0.0267860854364001,True,clogp,low_or_equal_median,2.891940000000001,24.0,0.5,True,valid,10000.0
property_subgroup,dili,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,48,0.8793706293706294,0.7718531468531469,0.1075174825174825,-0.0244755244755244,0.243006993006993,0.101989801019898,10000.0,0.1284679224385253,False,clogp,above_median,2.891940000000001,26.0,0.5416666666666666,True,valid,10000.0
property_subgroup,dili,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,48,0.8823529411764706,0.7694497153700189,0.1129032258064516,-0.0351984126984127,0.2713492816481431,0.1333866613338666,10000.0,0.1633051648106217,False,tpsa,low_or_equal_median,58.38,17.0,0.3541666666666667,True,valid,10000.0
property_subgroup,dili,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,48,0.9313131313131312,0.6909090909090909,0.2404040404040404,0.1076923076923077,0.378708767361111,0.0001999800019998,10000.0,0.0004030366194149,True,tpsa,above_median,58.38,33.0,0.6875,True,valid,10000.0
property_subgroup,half_life_obach,Spearman,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,68,0.3640520059839267,0.2548272908878209,0.1092247150961058,-0.1617947541298794,0.3916362856087349,0.4497550244975502,10000.0,0.479007383814464,False,molecular_weight,low_or_equal_median,349.31600000000003,,,True,valid,10000.0
property_subgroup,half_life_obach,Spearman,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,67,0.5999181880594336,0.3184408373973073,0.2814773506621263,0.0779852324558924,0.4874873818357115,0.0057994200579942,10000.0,0.0094965503449655,True,molecular_weight,above_median,349.31600000000003,,,True,valid,10000.0
property_subgroup,half_life_obach,Spearman,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,68,0.4875047878283347,0.1931062196035146,0.2943985682248201,0.0278284189907415,0.5458544073880648,0.0293970602939706,10000.0,0.0409682436011718,True,clogp,low_or_equal_median,2.577500000000001,,,True,valid,10000.0
property_subgroup,half_life_obach,Spearman,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,67,0.5027590752375221,0.271935342933728,0.230823732303794,-0.0102381591063403,0.4657079739161321,0.0595940405959404,10000.0,0.0788567607885676,False,clogp,above_median,2.577500000000001,,,True,valid,10000.0
property_subgroup,half_life_obach,Spearman,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,68,0.3028261128836581,0.2540730939536995,0.0487530189299585,-0.2207558529935573,0.3125793940778125,0.7351264873512648,10000.0,0.7351264873512648,False,tpsa,low_or_equal_median,80.32,,,True,valid,10000.0
