task,metric,reference_model,comparator_model,reference_seeds,comparator_seeds,n_samples,reference_score,comparator_score,improvement,ci95_lower,ci95_upper,p_value_two_sided,bootstrap_replicates_valid,p_value_bh_fdr,significant_fdr_0_05
bbb_martins,AUROC,trimole_hybrid,per_task_single,1,101;202;303;404;505,406,0.9281191369606004,0.8469160412757973,0.0812030956848031,0.045778437926031805,0.11940095137502732,0.00019998000199980003,10000,0.00040522263563117373,True
bbb_martins,AUROC,trimole_hybrid,uniform_average,1,101;202;303;404;505,406,0.9281191369606004,0.8833450594121325,0.04477407754846796,0.01704172313460429,0.07581913100927885,0.0005999400059994001,10000,0.0011131416978784048,True
bbb_martins,AUROC,trimole_hybrid,validation_top2_average,1,101;202;303;404;505,406,0.9281191369606004,0.8617886178861789,0.06633051907442156,0.03317410375522067,0.10350218886804241,0.00039996000399960006,10000,0.0007511443977553465,True
bbb_martins,AUROC,trimole_hybrid,validation_top3_average,1,101;202;303;404;505,406,0.9281191369606004,0.8833450594121325,0.04477407754846796,0.01727793206672193,0.07662031109654474,0.0011998800119988001,10000,0.0020997900209979003,True
bioavailability_ma,AUROC,trimole_hybrid,flaml_automl,101;202;303;404;505,101;202;303;404;505,128,0.7236448287329564,0.6375124709012304,0.08613235783172601,-0.00033295119932049387,0.17661929324971665,0.05119488051194881,10000,0.067384714520001,False
bioavailability_ma,AUROC,trimole_hybrid,global_single,101;202;303;404;505,101;202;303;404;505,128,0.7236448287329564,0.671100764881942,0.0525440638510144,-0.052535340835029996,0.1571452811893989,0.31656834316568344,10000,0.33855225588552257,False
bioavailability_ma,AUROC,trimole_hybrid,oof_stacking,101;202;303;404;505,101;202;303;404;505,128,0.7236448287329564,0.6875623545061522,0.03608247422680422,-0.038663885828899076,0.11539923326167717,0.36596340365963403,10000,0.38079975786205167,False
bioavailability_ma,AUROC,trimole_hybrid,per_task_single,101;202;303;404;505,101;202;303;404;505,128,0.7236448287329564,0.6225473894246757,0.10109743930828075,0.0011978625259874707,0.20213108688367323,0.045995400459954004,10000,0.061062859231318246,False
bioavailability_ma,AUROC,trimole_hybrid,uniform_average,101;202;303;404;505,101;202;303;404;505,128,0.7236448287329564,0.6873960758230795,0.03624875290987695,-0.0380307632992696,0.11403543080166009,0.34096590340965904,10000,0.3596489666101883,False
bioavailability_ma,AUROC,trimole_hybrid,validation_top2_average,101;202;303;404;505,101;202;303;404;505,128,0.7236448287329564,0.6454938476887263,0.07815098104423013,-0.003906372223091256,0.16258534956951534,0.06479352064793521,10000,0.08385043848556323,False
bioavailability_ma,AUROC,trimole_hybrid,validation_top3_average,101;202;303;404;505,101;202;303;404;505,128,0.7236448287329564,0.6873960758230795,0.03624875290987695,-0.03588567079638505,0.11557315233785814,0.32196780321967805,10000,0.3419520116953822,False
caco2_wang,MAE,trimole_hybrid,flaml_automl,101;202;303;404;505,101;202;303;404;505,182,0.2822767510906849,0.3704277631293635,0.08815101203867859,0.053400926129190555,0.12318441097953134,0.00019998000199980003,10000,0.00040522263563117373,True
