task,metric,method,candidate_count,score_mean,score_std,n_seeds,selected_candidates
ppbr_az,MAE,uniform_candidate_average,9,8.806942397932819,0.014632103208552323,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear
ppbr_az,MAE,validation_stacking,9,9.882001348635587,0.22076990032957597,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear
ppbr_az,MAE,validation_top2_average,9,8.516671827012523,0.07345824479783152,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb
ppbr_az,MAE,validation_top3_average,9,8.70365891854502,0.06693271932045926,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb
solubility_aqsoldb,MAE,global_single,9,0.8383183852196412,0.003052770511380528,5,chem_fp_chemberta_kpgt_ept_xgb
solubility_aqsoldb,MAE,per_task_single,9,0.8383183852196412,0.003052770511380528,5,chem_fp_chemberta_kpgt_ept_xgb
solubility_aqsoldb,MAE,uniform_candidate_average,9,0.7945879504340052,0.0005735859857440932,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear
solubility_aqsoldb,MAE,validation_stacking,9,0.8423814576949434,0.005247402228276837,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear
solubility_aqsoldb,MAE,validation_top2_average,9,0.8202436389684321,0.002722423863356322,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb
solubility_aqsoldb,MAE,validation_top3_average,9,0.8231875814344434,0.002259293526953596,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;deep_ept_ridge_linear
vdss_lombardo,Spearman,global_single,9,0.4196383845497954,0.024207105317363135,5,chem_fp_chemberta_kpgt_ept_xgb
vdss_lombardo,Spearman,per_task_single,9,0.4570863339950263,0.013122079100551102,5,chem_fp_xgb
vdss_lombardo,Spearman,uniform_candidate_average,9,0.1194602271610304,0.00840758487707113,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear
vdss_lombardo,Spearman,validation_stacking,9,0.22477210836960587,0.012808742445543957,5,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear
vdss_lombardo,Spearman,validation_top2_average,9,0.4340048708847862,0.02823016468735242,5,chem_fp_xgb;chem_fp_chemberta_kpgt_ept_xgb
vdss_lombardo,Spearman,validation_top3_average,9,0.30140781263306476,0.016921378564280023,5,chem_fp_xgb;chem_fp_chemberta_kpgt_ept_xgb;deep_ept_ridge_linear
