task,metric,reference_model,comparator_model,reference_seeds,comparator_seeds,n_samples,reference_score,comparator_score,improvement,ci95_lower,ci95_upper,p_value_two_sided,bootstrap_replicates_valid,p_value_bh_fdr,significant_fdr_0_05
pgp_broccatelli,AUROC,trimole_hybrid,uniform_candidate_average,1;2;3;4;5,101;202;303;404;505,245,0.9393495067981871,0.940615835777126,-0.0012663289789389687,-0.017947166813692197,0.013394686780046754,0.9205079492050795,10000,0.9419151108144999,False
pgp_broccatelli,AUROC,trimole_hybrid,validation_stacking,1;2;3;4;5,101;202;303;404;505,245,0.9393495067981871,0.9390829112236737,0.0002665955745133619,-0.016460247234439652,0.01874082966519941,1.0,10000,1.0,False
pgp_broccatelli,AUROC,trimole_hybrid,validation_top2_average,1;2;3;4;5,101;202;303;404;505,245,0.9393495067981871,0.9337509997334044,0.0055985070647827095,-0.005597779549870316,0.018262101339247213,0.3311668833116688,10000,0.4163240818775265,False
pgp_broccatelli,AUROC,trimole_hybrid,validation_top3_average,1;2;3;4;5,101;202;303;404;505,245,0.9393495067981871,0.9366835510530526,0.0026659557451345073,-0.011205043364579366,0.01618744676042628,0.6975302469753024,10000,0.7672832716728326,False
ppbr_az,MAE,trimole_hybrid,global_single,5;15;25;35;45,101;202;303;404;505,559,7.302493154145781,9.167966510196779,1.8654733560509982,1.2708480115095542,2.490715118365758,0.00019998000199980003,10000,0.0006285085777136572,True
ppbr_az,MAE,trimole_hybrid,per_task_single,5;15;25;35;45,101;202;303;404;505,559,7.302493154145781,9.167966510196779,1.8654733560509982,1.2607217951285883,2.4800652202455233,0.00019998000199980003,10000,0.0006285085777136572,True
ppbr_az,MAE,trimole_hybrid,uniform_candidate_average,5;15;25;35;45,101;202;303;404;505,559,7.302493154145781,8.802981545935202,1.5004883917894212,0.9978261298371249,1.977489486678333,0.00019998000199980003,10000,0.0006285085777136572,True
ppbr_az,MAE,trimole_hybrid,validation_stacking,5;15;25;35;45,101;202;303;404;505,559,7.302493154145781,9.862777859441348,2.560284705295567,2.016727856588296,3.1173429346390273,0.00019998000199980003,10000,0.0006285085777136572,True
ppbr_az,MAE,trimole_hybrid,validation_top2_average,5;15;25;35;45,101;202;303;404;505,559,7.302493154145781,8.496058164758498,1.1935650106127174,0.7484223912926,1.6535398877539813,0.00019998000199980003,10000,0.0006285085777136572,True
ppbr_az,MAE,trimole_hybrid,validation_top3_average,5;15;25;35;45,101;202;303;404;505,559,7.302493154145781,8.686872900894455,1.3843797467486745,0.9377823766883969,1.840310296729785,0.00019998000199980003,10000,0.0006285085777136572,True
solubility_aqsoldb,MAE,trimole_hybrid,global_single,1;2;3;4;5,101;202;303;404;505,1995,0.7384045027904576,0.8331114188894957,0.09470691609903814,0.07736578250918565,0.11220155960317581,0.00019998000199980003,10000,0.0006285085777136572,True
solubility_aqsoldb,MAE,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,1995,0.7384045027904576,0.8331114188894957,0.09470691609903814,0.07756034730336235,0.11219657712978114,0.00019998000199980003,10000,0.0006285085777136572,True
solubility_aqsoldb,MAE,trimole_hybrid,uniform_candidate_average,1;2;3;4;5,101;202;303;404;505,1995,0.7384045027904576,0.7943062952358075,0.055901792445349985,0.03702625708342782,0.07524352459150195,0.00019998000199980003,10000,0.0006285085777136572,True
solubility_aqsoldb,MAE,trimole_hybrid,validation_stacking,1;2;3;4;5,101;202;303;404;505,1995,0.7384045027904576,0.8364095905052009,0.09800508771474337,0.07991894304222752,0.11632534911124766,0.00019998000199980003,10000,0.0006285085777136572,True
solubility_aqsoldb,MAE,trimole_hybrid,validation_top2_average,1;2;3;4;5,101;202;303;404;505,1995,0.7384045027904576,0.8168066090324121,0.07840210624195454,0.06260306937452705,0.09441083458617067,0.00019998000199980003,10000,0.0006285085777136572,True
solubility_aqsoldb,MAE,trimole_hybrid,validation_top3_average,1;2;3;4;5,101;202;303;404;505,1995,0.7384045027904576,0.8218227584707475,0.08341825568028993,0.06578453628281088,0.10148604194693586,0.00019998000199980003,10000,0.0006285085777136572,True
vdss_lombardo,Spearman,trimole_hybrid,global_single,1;2;3;4;5,101;202;303;404;505,226,0.6821077368058727,0.43155711007716463,0.25055062672870804,0.13654802842809777,0.36825079913428077,0.00019998000199980003,10000,0.0006285085777136572,True
vdss_lombardo,Spearman,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,226,0.6821077368058727,0.457052873859845,0.22505486294602767,0.13035687530858087,0.31878710055390247,0.00019998000199980003,10000,0.0006285085777136572,True
vdss_lombardo,Spearman,trimole_hybrid,uniform_candidate_average,1;2;3;4;5,101;202;303;404;505,226,0.6821077368058727,0.11981434388622063,0.5622933929196521,0.41802811955751035,0.7046761918457237,0.00019998000199980003,10000,0.0006285085777136572,True
vdss_lombardo,Spearman,trimole_hybrid,validation_stacking,1;2;3;4;5,101;202;303;404;505,226,0.6821077368058727,0.2293352860174623,0.45277245078841033,0.32608997431336,0.5823731184478556,0.00019998000199980003,10000,0.0006285085777136572,True
vdss_lombardo,Spearman,trimole_hybrid,validation_top2_average,1;2;3;4;5,101;202;303;404;505,226,0.6821077368058727,0.4470744173898407,0.23503331941603195,0.12718111330552057,0.34780132635215266,0.00019998000199980003,10000,0.0006285085777136572,True
vdss_lombardo,Spearman,trimole_hybrid,validation_top3_average,1;2;3;4;5,101;202;303;404;505,226,0.6821077368058727,0.3007340967260675,0.3813736400798052,0.2547004917976839,0.5110525116873088,0.00019998000199980003,10000,0.0006285085777136572,True
