task,metric,reference_model,comparator_model,reference_seeds,comparator_seeds,n_samples,reference_score,comparator_score,improvement,ci95_lower,ci95_upper,p_value_two_sided,bootstrap_replicates_valid,p_value_bh_fdr,significant_fdr_0_05
hia_hou,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,117,0.994238683127572,0.9530864197530864,0.04115226337448563,0.010187779659493185,0.08086145204909516,0.0017998200179982,10000,0.004658357693642401,True
hia_hou,AUROC,trimole_hybrid,uniform_candidate_average,1;2;3;4;5,101;202;303;404;505,117,0.994238683127572,0.9835390946502057,0.010699588477366295,-0.003378449772680561,0.030565706979046415,0.17938206179382063,10000,0.23443992234439923,False
hia_hou,AUROC,trimole_hybrid,validation_stacking,1;2;3;4;5,101;202;303;404;505,117,0.994238683127572,0.9790123456790123,0.015226337448559724,-0.0012046202167925728,0.03931544865864933,0.11018898110188981,10000,0.1563972634994565,False
hia_hou,AUROC,trimole_hybrid,validation_top2_average,1;2;3;4;5,101;202;303;404;505,117,0.994238683127572,0.968724279835391,0.02551440329218102,0.006475485661424638,0.05213841139710758,0.0021997800219978004,10000,0.005478697413277541,True
hia_hou,AUROC,trimole_hybrid,validation_top3_average,1;2;3;4;5,101;202;303;404;505,117,0.994238683127572,0.977366255144033,0.01687242798353905,0.0008025682182986049,0.04070305272895469,0.035996400359964,10000,0.0644095590440956,False
ld50_zhu,MAE,trimole_hybrid,global_single,101;202;303;404;505,101;202;303;404;505,1478,0.6015166973667635,0.6157324120433016,0.01421571467653815,0.005177936103603661,0.023141421231618883,0.0023997600239976003,10000,0.0058660800586608,True
ld50_zhu,MAE,trimole_hybrid,per_task_single,101;202;303;404;505,101;202;303;404;505,1478,0.6015166973667635,0.6157324120433016,0.01421571467653815,0.005223573924175187,0.023187795844664,0.0029997000299970002,10000,0.0071992800719928,True
ld50_zhu,MAE,trimole_hybrid,uniform_candidate_average,101;202;303;404;505,101;202;303;404;505,1478,0.6015166973667635,0.6175528904800406,0.016036193113277086,0.0007403397036771398,0.03140860354478626,0.0387961203879612,10000,0.06685045781136173,False
ld50_zhu,MAE,trimole_hybrid,validation_stacking,101;202;303;404;505,101;202;303;404;505,1478,0.6015166973667635,0.6241115173976876,0.022594820030924057,0.00831486469700792,0.03687954927587572,0.0015998400159984002,10000,0.004399560043995601,True
ld50_zhu,MAE,trimole_hybrid,validation_top2_average,101;202;303;404;505,101;202;303;404;505,1478,0.6015166973667635,0.619729412158322,0.018212714791558504,0.009495745003796713,0.026850363257207136,0.00019998000199980003,10000,0.0006285085777136572,True
ld50_zhu,MAE,trimole_hybrid,validation_top3_average,101;202;303;404;505,101;202;303;404;505,1478,0.6015166973667635,0.6282075671087055,0.026690869741942014,0.01845059662374612,0.03529840558263821,0.00019998000199980003,10000,0.0006285085777136572,True
lipophilicity_astrazeneca,MAE,trimole_hybrid,global_single,1;2;3;4;5,101;202;303;404;505,840,0.47004576132529885,0.5953312633490953,0.1252855020237964,0.10328272380970469,0.1478620657281828,0.00019998000199980003,10000,0.0006285085777136572,True
lipophilicity_astrazeneca,MAE,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,840,0.47004576132529885,0.5572363429341667,0.08719058160886783,0.05934673647125835,0.11535608572070444,0.00019998000199980003,10000,0.0006285085777136572,True
lipophilicity_astrazeneca,MAE,trimole_hybrid,uniform_candidate_average,1;2;3;4;5,101;202;303;404;505,840,0.47004576132529885,0.5317590590232805,0.06171329769798162,0.04246375045473331,0.0800824202455446,0.00019998000199980003,10000,0.0006285085777136572,True
lipophilicity_astrazeneca,MAE,trimole_hybrid,validation_stacking,1;2;3;4;5,101;202;303;404;505,840,0.47004576132529885,0.5118611156493673,0.041815354324068466,0.024105776704637035,0.059510042646477204,0.00019998000199980003,10000,0.0006285085777136572,True
lipophilicity_astrazeneca,MAE,trimole_hybrid,validation_top2_average,1;2;3;4;5,101;202;303;404;505,840,0.47004576132529885,0.5563194900861309,0.08627372876083206,0.058259727256118395,0.11470493109963614,0.00019998000199980003,10000,0.0006285085777136572,True
lipophilicity_astrazeneca,MAE,trimole_hybrid,validation_top3_average,1;2;3;4;5,101;202;303;404;505,840,0.47004576132529885,0.5103705619771428,0.04032480065184396,0.019721005488747556,0.0614707391126608,0.00019998000199980003,10000,0.0006285085777136572,True
pgp_broccatelli,AUROC,trimole_hybrid,global_single,1;2;3;4;5,101;202;303;404;505,245,0.9393495067981871,0.9290189282857905,0.010330578512396604,-0.0027575476465323593,0.02452555955674571,0.13058694130586943,10000,0.17955704429557048,False
pgp_broccatelli,AUROC,trimole_hybrid,per_task_single,1;2;3;4;5,101;202;303;404;505,245,0.9393495067981871,0.9290189282857905,0.010330578512396604,-0.0025552607499637415,0.024489932368144524,0.11798820117988201,10000,0.16568555910366412,False
